"targetId","targetSymbol","targetName","biotype","maxLiteratureEvidencePhenotype","maxLiteratureEvidenceCount","chronic obstructive pulmonary disease","glaucoma","hypertension","rheumatoid arthritis","obesity","age-related macular degeneration","heart disease","osteoporosis","chronic kidney disease","atherosclerosis","longevity","lipid measurement","lean body mass","grip strength measurement","cognitive decline measurement","delirium","heel bone mineral density","adult onset asthma","chronic pain","alzheimers disease","type 2 diabetes","osteoarthritis","parkinsons disease","metabolic syndrome","adiponectin measurement","gait measurement","healthspan","stroke","idiopathic pulmonary fibrosis","frailty measurement","lewy body dementia","cartilage thickness measurement","neurodegeneration","HGNC","PDB","GenAge.ID","GenAge.URL","CellAge.senescence_effect","n_hallmarks","goHallmarks","goHallmarkTerms","AB","OC","PR","SM","overallMultimorbidityCount"
"ENSG00000076685","NT5C2","5'-nucleotidase, cytosolic II","protein coding","heart disease",7,NA,NA,0.33,NA,NA,NA,0.1,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,0.04,NA,NA,NA,NA,NA,"8022","2J2C, 2JC9, 2JCM, 2XCV, 2XCW, 2XCX, 2XJB, 2XJC, 2XJD, 2XJE, 2XJF, 4H4B, 5CQZ, 5CR7, 5K7Y, 5L4Z, 5L50, 5OPK, 5OPL, 5OPM, 5OPN, 5OPO, 5OPP, 6DD3, 6DDB, 6DDC, 6DDH, 6DDK, 6DDL, 6DDO, 6DDQ, 6DDX, 6DDY, 6DDZ, 6DE0, 6DE1, 6DE2, 6DE3, 6FIR, 6FIS, 6FIU, 6FIW, 6FXH",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",4
"ENSG00000134222","PSRC1","proline and serine rich coiled-coil 1","protein coding","heart disease",25,NA,NA,NA,NA,NA,NA,0.57,NA,NA,0.42,0.48,0.57,0.03,NA,NA,NA,0.3,NA,NA,NA,0.33,NA,NA,0.26,NA,NA,0.33,0.44,NA,NA,NA,NA,NA,"24472",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",9
"ENSG00000164751","PEX2","peroxisomal biogenesis factor 2","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,0.58,NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9717",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000185303","SFTPA2","surfactant protein A2","protein coding","chronic obstructive pulmonary disease",7,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,"10799",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",3
"ENSG00000095596","CYP26A1","cytochrome P450 family 26 subfamily A member 1","protein coding","heart disease",2,NA,0.19,NA,NA,0,NA,0.01,NA,NA,NA,NA,0.68,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2603",NA,NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",3
"ENSG00000164867","NOS3","nitric oxide synthase 3","protein coding","heart disease",997,NA,NA,0.49,NA,NA,NA,0.57,NA,NA,0.48,NA,NA,0.29,NA,NA,NA,NA,NA,NA,0.19,0.08,NA,NA,0.04,NA,NA,NA,0.43,NA,NA,NA,NA,NA,"7876","1M9J, 1M9K, 1M9M, 1M9Q, 1M9R, 1NIW, 2LL7, 2MG5, 2N8J, 3EAH, 3NOS, 4D1O, 4D1P, 5UO8, 5UO9, 5UOA, 5UOB, 5UOC, 5VVB, 5VVC, 5VVD, 5XOF, 6AV6, 6AV7, 6CIE, 6CIF, 6NH1, 6NH2, 6NH3, 6NH4, 6NH5, 6NH6, 6NH7, 6NH8, 6NHF, 6POU, 6POV, 6POW, 6POX, 6POY, 6POZ, 6PP0, 6PP1, 6PP2, 6PP3, 6PP4",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",7
"ENSG00000168137","SETD5","SET domain containing 5","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,0.48,NA,NA,NA,NA,NA,NA,NA,"25566",NA,NA,NA,NA,1,"Epigenetic alteration","histone modification","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000170927","PKHD1","PKHD1 ciliary IPT domain containing fibrocystin/polyductin","protein coding","obesity",4,NA,0.59,0.34,0,0.02,0,NA,NA,0,NA,NA,0.57,0.69,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9016",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",5
"ENSG00000176909","MAMSTR","MEF2 activating motif and SAP domain containing transcriptional regulator","protein coding",NA,NA,NA,NA,0.26,0.14,NA,NA,NA,NA,NA,NA,NA,0.51,0.14,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26689",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",6
"ENSG00000118007","STAG1","stromal antigen 1","protein coding",NA,NA,NA,NA,0.08,NA,NA,NA,0.48,NA,NA,0.2,NA,0.59,0.37,NA,NA,NA,NA,NA,0.28,NA,0.14,NA,NA,0.08,NA,0.3,NA,NA,NA,NA,NA,NA,NA,"11354","5QSM, 5QSN, 5QSO, 5QSP, 5QSQ, 5QSR, 5QSS, 5QST, 5QSU, 5QSV, 5QSW, 5QSX, 5QSY, 5QSZ, 6QB5, 6R7O, 6RRC, 6RRK, 6WG3",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",9
"ENSG00000134640","MTNR1B","melatonin receptor 1B","protein coding","type 2 diabetes",89,0,NA,0,0,NA,0.01,0.01,NA,0,0,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,0.69,NA,NA,0.68,NA,NA,NA,NA,0,NA,NA,NA,NA,"7464","6ME6, 6ME7, 6ME8, 6ME9",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",3
"ENSG00000136717","BIN1","bridging integrator 1","protein coding","alzheimers disease",132,NA,NA,NA,0,0.01,NA,0.02,NA,NA,0.01,NA,0.45,0.61,NA,NA,NA,NA,NA,NA,0.82,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0.45,NA,NA,"1052","1MUZ, 1MV0, 1MV3, 2FIC, 2RMY, 2RND, 5I22",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",4
"ENSG00000160185","UBASH3A","ubiquitin associated and SH3 domain containing A","protein coding","rheumatoid arthritis",8,NA,NA,NA,0.71,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"12462","2CRN, 5WDI",NA,NA,NA,1,"Immune response","immune response","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000165496","RPL10L","ribosomal protein L10 like","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,"17976","4UG0, 4V6X, 5LKS, 5T2C, 6EK0, 6IP5, 6IP6, 6IP8, 6LQM, 6QZP, 6XA1, 6Y0G, 6Y2L, 6Y57, 6Y6X, 6Z6L, 6Z6M, 6Z6N, 6ZM7, 6ZME, 6ZMI, 6ZMO, 7BHP",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000178882","RFLNA","refilin A","protein coding",NA,NA,NA,NA,0.07,NA,NA,NA,0.58,NA,NA,NA,NA,0.82,0.61,0.26,NA,NA,0.7,NA,NA,NA,0.56,0.62,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27051",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",9
"ENSG00000137869","CYP19A1","cytochrome P450 family 19 subfamily A member 1","protein coding","heart disease",52,NA,NA,0.03,NA,NA,0,0,NA,0,NA,NA,NA,0.7,0.55,NA,NA,0.84,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2594","1TQA, 3EQM, 3S79, 3S7S, 4GL5, 4GL7, 4KQ8, 5JKV, 5JKW, 5JL6, 5JL7, 5JL9",NA,NA,NA,1,"Inflammation","inflammatory response","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",3
"ENSG00000176208","ATAD5","ATPase family AAA domain containing 5","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25752",NA,NA,NA,NA,1,"Immune response","immune response","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",1
"ENSG00000186642","PDE2A","phosphodiesterase 2A","protein coding","hypertension",4,NA,NA,0,0.36,NA,0,0,NA,0,0,NA,NA,0.72,NA,NA,NA,0.66,NA,NA,NA,0.27,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8777","1Z1L, 3IBJ, 3ITM, 3ITU, 4C1I, 4D08, 4D09, 4HTX, 4HTZ, 4JIB, 5TZ3, 5TZA, 5TZC, 5TZH, 5TZW, 5TZX, 5TZZ, 5U00, 5U7D, 5U7I, 5U7J, 5U7K, 5U7L, 5VP0, 5VP1, 5XKM, 6B96, 6B97, 6B98, 6BLF, 6C7D, 6C7E, 6C7F, 6C7G, 6C7I, 6C7J, 6CYB, 6CYC, 6CYD, 6ZND, 6ZQZ",NA,NA,NA,1,"Inflammation","inflammatory response","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",4
"ENSG00000187720","THSD4","thrombospondin type 1 domain containing 4","protein coding","chronic obstructive pulmonary disease",5,0.81,NA,0.02,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25835",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000021826","CPS1","carbamoyl-phosphate synthase 1","protein coding","hypertension",2,NA,NA,0.69,NA,NA,NA,NA,NA,0.63,NA,NA,0.77,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2323","2YVQ, 4UTR, 4UTV, 4UTX, 4UTZ, 4UU7, 4UU8, 4UUA, 4UUB, 5DOT, 5DOU, 5OJO, 6UEL, 6W2J",NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","No_Evidence","No_Evidence","Discovery_Opportunity","Clinical_Precedence",4
"ENSG00000031003","FAM13B","family with sequence similarity 13 member B","protein coding",NA,NA,0.19,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1335",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",3
"ENSG00000077549","CAPZB","capping actin protein of muscle Z-line subunit beta","protein coding","heart disease",1,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0.41,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1491",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000145375","SPATA5","spermatogenesis associated 5","protein coding","lipid measurement",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,0.27,NA,NA,NA,0.1,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18119",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000100344","PNPLA3","patatin like phospholipase domain containing 3","protein coding","type 2 diabetes",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18590",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","No_Evidence","No_Evidence",2
"ENSG00000112319","EYA4","EYA transcriptional coactivator and phosphatase 4","protein coding","heart disease",23,NA,NA,NA,NA,0,NA,0.71,NA,NA,0.09,NA,0.67,NA,NA,NA,NA,0.86,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3522",NA,NA,NA,NA,1,"Epigenetic alteration","histone modification","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000118245","TNP1","transition protein 1","protein coding","heart disease",1,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,0.47,0.52,0.3,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11951",NA,NA,NA,NA,1,"Epigenetic alteration","chromatin remodeling","No_Evidence","No_Evidence","No_Evidence","No_Evidence",5
"ENSG00000136634","IL10","interleukin 10","protein coding","rheumatoid arthritis",511,NA,NA,NA,0.25,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5962","1ILK, 1INR, 1J7V, 1LK3, 1Y6K, 2H24, 2ILK, 6X93",NA,NA,NA,3,"Immune response, Proteostasis, Inflammation","immune response, protein catabolic process, inflammatory response","Clinical_Precedence","No_Evidence","No_Evidence","Predicted_Tractable",2
"ENSG00000147883","CDKN2B","cyclin dependent kinase inhibitor 2B","protein coding","heart disease",120,0.01,0.67,0.56,NA,NA,NA,0.67,NA,NA,0.61,0.74,0.65,0.43,NA,NA,NA,NA,NA,NA,NA,0.66,0.01,NA,0.43,NA,NA,0.6,0.71,NA,NA,NA,NA,NA,"1788",NA,288,"https://genomics.senescence.info/genes/entry.php?hgnc=CDKN2B","Induces",2,"Cellular senescence, Nutrient signalling","cellular senescence, response to nutrient levels","No_Evidence","No_Evidence","No_Evidence","No_Evidence",11
"ENSG00000150961","SEC24D","SEC24 homolog D, COPII coat complex component","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10706","3EFO, 3EG9, 5KYU, 5KYW, 5KYX, 5KYY",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",1
"ENSG00000188641","DPYD","dihydropyrimidine dehydrogenase","protein coding",NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.66,NA,0.56,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3012",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Clinical_Precedence",5
"ENSG00000064012","CASP8","caspase 8","protein coding","rheumatoid arthritis",10,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,0.26,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,"1509","1F9E, 1I4E, 1QDU, 1QTN, 2C2Z, 2FUN, 2K7Z, 2Y1L, 3H11, 3KJN, 3KJQ, 4JJ7, 4PRZ, 4PS1, 4ZBW, 5H31, 5H33, 5JQE, 5L08, 6AGW, 6PX9",NA,NA,NA,2,"Proteostasis, Immune response","protein catabolic process, immune response","No_Evidence","No_Evidence","Discovery_Opportunity","Clinical_Precedence",4
"ENSG00000136770","DNAJC1","DnaJ heat shock protein family (Hsp40) member C1","protein coding",NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.11,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,"20090","2CQQ, 2CQR",NA,NA,NA,1,"Proteostasis","protein folding","Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000234745","HLA-B","major histocompatibility complex, class I, B","protein coding","rheumatoid arthritis",162,0.22,0.01,0.15,0.41,NA,0,0.2,NA,NA,0,NA,0.6,NA,NA,NA,0.01,NA,0.42,NA,NA,0.18,0,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4932","1A1M, 1A1N, 1A1O, 1A9B, 1A9E, 1AGB, 1AGC, 1AGD, 1AGE, 1AGF, 1CG9, 1E27, 1E28, 1HSA, 1JGD, 1JGE, 1K5N, 1M05, 1M6O, 1MI5, 1N2R, 1OF2, 1OGT, 1SYS, 1SYV, 1UXS, 1UXW, 1W0V, 1W0W, 1XH3, 1XR8, 1XR9, 1ZHK, 1ZHL, 1ZSD, 2A83, 2AK4, 2AXF, 2AXG, 2BSR, 2BSS, 2BST, 2BVO, 2BVP, 2BVQ, 2H6P, 2HJL, 2NW3, 2NX5, 2RFX, 2YPK, 2YPL, 3B3I, 3B6S, 3BP4, 3BP7, 3BW9, 3BWA, 3C9N, 3CZF, 3D18, 3DTX, 3DX6, 3DX7, 3DX8, 3DXA, 3FFC, 3HCV, 3KPL, 3KPM, 3KPN, 3KPO, 3KPP, 3KPQ, 3KPR, 3KPS, 3KWW, 3KXF, 3L3D, 3L3G, 3L3I, 3L3J, 3L3K, 3LKN, 3LKO, 3LKP, 3LKQ, 3LKR, 3LKS, 3LN4, 3LN5, 3LV3, 3MV7, 3MV8, 3MV9, 3SJV, 3SKM, 3SKO, 3SPV, 3UPR, 3VCL, 3VFS, 3VFT, 3VFU, 3VFV, 3VFW, 3VH8, 3VRI, 3VRJ, 3W39, 3WUW, 3X11, 3X12, 3X13, 3X14, 4G8G, 4G8I, 4G9D, 4G9F, 4JQV, 4JQX, 4LCY, 4LNR, 4MJI, 4O2C, 4O2E, 4O2F, 4PR5, 4PRN, 4QRP, 4QRQ, 4QRR, 4QRS, 4QRT, 4QRU, 4U1H, 4U1I, 4U1J, 4U1K, 4U1L, 4U1M, 4U1N, 4U1S, 4XXC, 5B38, 5B39, 5DEF, 5DEG, 5EO0, 5EO1, 5IB1, 5IB2, 5IB3, 5IB4, 5IB5, 5IEH, 5IEK, 5IM7, 5INC, 5IND, 5T6W, 5T6X, 5T6Y, 5T6Z, 5T70, 5TXS, 5U98, 5V5L, 5V5M, 5VUD, 5VUE, 5VUF, 5VWD, 5VWF, 5VWH, 5VWJ, 5VZ5, 5WMN, 5WMO, 5WMP, 5WMQ, 5WMR, 5XOS, 5XOT, 6AT5, 6AVF, 6AVG, 6BJ2, 6BJ3, 6BJ8, 6BXP, 6BXQ, 6D29, 6D2B, 6D2R, 6D2T, 6MT3, 6MT4, 6MT5, 6MT6, 6MTL, 6MTM, 6P23, 6P27, 6P2C, 6P2F, 6P2S, 6PYJ, 6PYL, 6PYV, 6PYW, 6PZ5, 6UJ7, 6UJ8, 6UJ9, 6VMX, 7LFZ, 7LG0, 7LGD, 7LGT",NA,NA,NA,1,"Immune response","immune response","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",8
"ENSG00000101439","CST3","cystatin C","protein coding","chronic kidney disease",667,NA,NA,NA,NA,NA,0.57,0.37,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2475","1G96, 1R4C, 1TIJ, 3GAX, 3NX0, 3PS8, 3QRD, 3S67, 3SVA, 6ROA, 6RPV",NA,NA,NA,1,"Proteostasis","protein catabolic process","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000105643","ARRDC2","arrestin domain containing 2","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25225",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000122378","PRXL2A","peroxiredoxin like 2A","protein coding",NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28651",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000124203","ZNF831","zinc finger protein 831","protein coding",NA,NA,NA,NA,0.63,0.45,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16167",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000137309","HMGA1","high mobility group AT-hook 1","protein coding","type 2 diabetes",33,NA,NA,NA,NA,0,NA,0.15,NA,0,NA,NA,0.42,0.64,0.13,NA,NA,NA,NA,NA,NA,0.35,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5010","2EZD, 2EZE, 2EZF, 2EZG",NA,NA,NA,1,"Cellular senescence","cellular senescence","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000143412","ANXA9","annexin A9","protein coding","chronic kidney disease",1,NA,NA,NA,0,NA,NA,0.01,NA,0.14,0,NA,0.55,0.05,NA,NA,0.01,0.14,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"547",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000149948","HMGA2","high mobility group AT-hook 2","protein coding","obesity",18,0.48,NA,NA,NA,0.02,NA,0.02,NA,0,0,NA,0.62,0.8,0.64,NA,0,0.68,NA,NA,NA,0.65,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5009",NA,NA,NA,NA,2,"Cellular senescence, Epigenetic alteration","cellular senescence, chromatin remodeling, histone modification","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000182185","RAD51B","RAD51 paralog B","protein coding","age-related macular degeneration",9,0,0.01,0.41,0.54,0.02,0.5,0,NA,NA,NA,NA,0.41,0.62,0.48,NA,0,0.58,NA,NA,NA,0.02,0.03,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9822",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",7
"ENSG00000183137","CEP57L1","centrosomal protein 57 like 1","protein coding",NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21561",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000007237","GAS7","growth arrest specific 7","protein coding","glaucoma",11,NA,0.84,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4169","2LX7, 2YSH",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000102935","ZNF423","zinc finger protein 423","protein coding",NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,0.19,NA,NA,NA,0.62,NA,NA,NA,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16762","2MDG",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000134242","PTPN22","protein tyrosine phosphatase non-receptor type 22","protein coding","rheumatoid arthritis",311,NA,0.01,0,0.64,0,0.01,0.34,NA,0.3,NA,0.05,NA,NA,NA,NA,0,NA,NA,NA,NA,0.58,NA,NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,"9652","2P6X, 2QCJ, 2QCT, 3BRH, 3H2X, 3OLR, 3OMH, 4J51",NA,NA,NA,1,"Immune response","immune response","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",5
"ENSG00000177311","ZBTB38","zinc finger and BTB domain containing 38","protein coding",NA,NA,0.75,0,NA,NA,NA,0,0,0.01,0.01,0,NA,0.06,0.81,0.69,NA,NA,0.73,NA,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26636","6E93, 6E94",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000077063","CTTNBP2","cortactin binding protein 2","protein coding",NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,0.37,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15679",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000117505","DR1","down-regulator of transcription 1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3017","1JFI",NA,NA,NA,1,"Epigenetic alteration","histone modification, chromatin remodeling","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
